gene,seqname,Single_copy.Broc_Anan_Tilla.,Low_copy.Broc_Anan_Tilla.,High_copy.Broc_Anan_Tilla.,Diff_expressed_CAMC3,pos_selection_CAM_shifts,gene_families_CAMC3,Angiosperm_gene,CAM-related_Acomosus_Ming2015,stomata_func,aquaporin_reg,draught_res,markers,anthocyanin_SI_Ananas,circadian_metabolism_Wai2017,malateTransferase_Assimilation_Carbohydrates,fllavonoid_anthocyanin_Pitcairnia_PS,pos_sel_portullugo,glucogenesis_glycolysis,circadian_clock,type,average_exon_size,nr_exons_per_gene,total_exonic_size,min_exon_size
Aco007035,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,351.4285714,7,2460,117
Aco007041,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1075.5,2,2151,364
Aco007046,LG23,no,no,yes,NA,NA,NA,NA,,,,,,,,,ALB_F_leucoanthocyanidin dioxygenase,NA,,,NA,363,3,1089,257
Aco007054,LG23,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,204.25,8,1634,65
Aco007057,LG23,yes,no,no,NA,NA,NA,6620,,,,,,,,,NA,NA,,,NA,564.5,2,1129,424
Aco007065,LG23,no,yes,no,NA,NA,NA,6318,,,,,,,,,NA,NA,,,NA,168.2941176,17,2861,60
Aco007085,LG23,no,no,yes,yes,yes,NA,NA,,,,,,,,,NA,NA,,,NA,693,3,2079,133
Aco007096,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,381.4,5,1907,152
Aco007098,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,Populus trichocarpa transducin family protein (POPTR_0016s13950g) mRNA_ complete cds,,,NA,221.0416667,24,5305,78
Aco007115,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,426.8,5,2134,119
Aco007119,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,624.3333333,3,1873,142
Aco007198,LG23,NA,NA,NA,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,330,3,990,4
Aco007204,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,587.5,4,2350,329
Aco007212,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,405.3333333,3,1216,124
Aco007214,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,366,5,1830,159
Aco007234,LG23,no,yes,no,NA,NA,NA,6538,,,,,,,,,NA,NA,,,NA,314.6666667,3,944,247
Aco007241,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,681.3333333,3,2044,442
Aco007248,LG23,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,656.5714286,7,4596,139
Aco007258,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,612.4,5,3062,126
Aco007277,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,446.5,4,1786,158
Aco007291,LG23,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,170.9285714,14,2393,46
Aco007294,LG23,yes,no,no,NA,NA,NA,6738,,,,,,,,,NA,NA,,,NA,300.5,2,601,260
Aco007304,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,960,2,1920,619
Aco007306,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,208.8888889,9,1880,46
Aco007307,LG23,no,yes,no,NA,NA,NA,4992,,,,,,,,,NA,NA,,,NA,179.1363636,22,3941,92
Aco007319,LG23,yes,no,no,NA,NA,NA,5348,,,,,,,,,NA,NA,,,NA,186.5714286,7,1306,75
Aco007326,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1700,1,1700,1700
Aco007376,LG23,yes,no,no,NA,NA,NA,6016,,,,,,,,,NA,NA,,,NA,523,6,3138,97
Aco007384,LG23,yes,no,no,NA,NA,NA,6048,,,,,,,,,NA,NA,,,NA,131.5,8,1052,37
Aco007400,LG12,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,525,3,1575,132
Aco007413,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2126,1,2126,2126
Aco007423,LG12,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Oryza sativa Japonica Group homeobox-leucine zipper protein ROC7 (LOC4344614)_ mRNA,,,NA,262,12,3144,95
Aco007440,LG12,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,537,5,2685,181
Aco007441,LG12,no,no,yes,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_RootPhototropism2,456.8,5,2284,69
Aco007443,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,223.7142857,7,1566,128
Aco007445,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,626.5,2,1253,166
Aco007457,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1316,1,1316,1316
Aco007465,LG12,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,100.5294118,17,1709,38
Aco007469,LG12,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,128.5384615,13,1671,38
Aco007483,LG12,NA,NA,NA,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,117.1052632,19,2225,22
Aco007490,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,228,5,1140,124
Aco007494,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,519,3,1557,486
Aco007498,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,286.25,4,1145,132
Aco007502,LG12,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,134.3809524,21,2822,32
Aco007508,LG12,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,587.6666667,3,1763,144
Aco007509,LG12,NA,NA,NA,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,446,1,446,446
Aco007534,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,702.5,2,1405,347
Aco007539,LG08,no,no,yes,NA,yes,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,307.4,5,1537,140
Aco007548,LG08,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1484,1,1484,1484
Aco007561,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,287.6363636,11,3164,37
Aco007570,LG08,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,180.8,10,1808,63
Aco007575,LG08,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,152.9,10,1529,62
Aco007580,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,778,2,1556,586
Aco007622,LG08,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris NAD-dependent malic enzyme 59 kDa isoform_ mitochondrial (LOC104888560)_ mRNA,,,00_#36_Malic_enzyme,130.7647059,17,2223,54
Aco007629,LG08,no,yes,no,NA,NA,NA,4691,,,,,,,,,NA,NA,,,NA,207.25,4,829,142
Aco007645,LG08,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,3146,1,3146,3146
Aco007647,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,220.75,12,2649,111
Aco007652,LG08,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,132.16,25,3304,45
Aco007659,LG08,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,266.1666667,6,1597,85
Aco007664,LG08,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,760,3,2280,386
Aco007670,LG08,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,785,1,785,785
Aco007671,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,636.3333333,3,1909,166
Aco007678,LG08,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,809,1,809,809
Aco007684,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2558,1,2558,2558
Aco007686,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max actin-related protein 4-like (LOC100795390)_ mRNA,,,NA,92.55,20,1851,49
Aco007699,LG08,yes,no,no,NA,NA,NA,NA,,,,,,yes,,,NA,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,593,2,1186,198
Aco007718,LG08,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,242.6,5,1213,41
Aco007730,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1301,1,1301,1301
Aco007734,LG08,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,Beta vulgaris subsp. vulgaris malate dehydrogenase_ cytoplasmic (LOC104887939)_ mRNA,,,00_#17_Malate_dehydrogenase,217.1428571,7,1520,111
Aco007753,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,350.75,4,1403,155
Aco007762,LG21,no,yes,no,yes,yes,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,126.8125,16,2029,59
Aco007777,LG21,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,247.6666667,3,743,29
Aco007782,LG21,no,no,yes,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,358.4285714,7,2509,48
Aco007800,LG21,yes,no,no,NA,NA,NA,7111,,,,,,,,,NA,NA,,,NA,123.5,8,988,70
Aco007803,LG21,yes,no,no,yes,yes,NA,NA,yes,,,,,,,,NA,NA,,,00_#01_carbonic_anhydrase,202.1666667,6,1213,102
Aco007818,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,564,4,2256,122
Aco007825,LG21,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,377.7142857,7,2644,32
Aco007828,LG21,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,432.5,2,865,353
Aco007832,LG21,yes,no,no,NA,NA,NA,6447,,,,,,,,,NA,NA,,,NA,303,3,909,200
Aco007857,LG21,yes,no,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,575,2,1150,514
Aco007859,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,418.25,4,1673,193
Aco007876,LG21,yes,no,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,416,2,832,282
Aco007882,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,401.6666667,3,1205,227
Aco007890,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1391,1,1391,1391
Aco007901,LG21,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,544.1111111,9,4897,85
Aco007906,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,515.25,4,2061,210
Aco007911,LG21,yes,no,no,NA,NA,NA,6148,,,,,,,,,NA,NA,,,NA,244.3333333,3,733,152
Aco007924,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2132,1,2132,2132
Aco007928,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,233.625,8,1869,99
Aco007953,LG21,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,178.8823529,17,3041,56
Aco007973,LG21,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,272.3846154,13,3541,56
Aco007974,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2810,1,2810,2810
Aco007975,LG21,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,253.6923077,13,3298,53
Aco008032,LG21,no,yes,no,NA,NA,NA,5489,,,,,,,,,NA,NA,,,NA,149.0666667,15,2236,38
Aco008037,LG21,no,yes,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,204.0769231,13,2653,44
Aco008046,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,329.25,4,1317,178
Aco008062,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,553,3,1659,350
Aco008066,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,442.2,5,2211,177
Aco008078,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1919,1,1919,1919
Aco008099,LG21,NA,NA,NA,NA,NA,NA,NA,,,,,yes,,,,NA,NA,,,00_#MB_MS,422,4,1688,328
Aco008105,LG21,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,282.8333333,12,3394,16
Aco008126,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,125.5625,16,2009,36
Aco008167,LG19,no,no,yes,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_ProtonPump_AVP1,369.625,8,2957,59
Aco008175,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1433,1,1433,1433
Aco008192,LG19,no,no,yes,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_AHA2,222.2142857,14,3111,96
Aco008206,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,399,3,1197,158
Aco008234,LG19,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,229.4545455,11,2524,107
Aco008236,LG19,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,233,2,466,172
Aco008246,LG19,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,190.5833333,12,2287,70
Aco008257,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,259,6,1554,60
Aco008287,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1580,1,1580,1580
Aco008292,LG19,yes,no,no,yes,NA,NA,6405,,,,,,,,,NA,NA,,,NA,162.5,12,1950,56
Aco008298,LG19,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,179,7,1253,50
Aco008300,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_ProtonPump_VHA-A,125.05,20,2501,37
Aco008315,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,469.6666667,3,1409,127
Aco008321,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,396.25,4,1585,136
Aco008330,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,422,3,1266,396
Aco008331,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1967,1,1967,1967
Aco008348,LG19,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,184.25,8,1474,89
Aco008394,LG19,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,1616,1,1616,1616
Aco008399,LG19,no,yes,no,NA,NA,NA,4889,,,,,,,,,NA,NA,,,NA,114.85,20,2297,21
Aco008426,LG19,no,no,yes,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,244.2142857,14,3419,56
Aco008429,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,702.5,2,1405,540
Aco008430,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,342.75,4,1371,168
Aco008431,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1538,1,1538,1538
Aco008441,LG19,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,191.1578947,19,3632,20
Aco008446,LG19,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,299.6,5,1498,92
Aco008452,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,287.2,5,1436,127
Aco008453,LG19,yes,no,no,NA,NA,NA,7324,,,,,,,,yes,NA,NA,,,05_Chloroplasts_activity,226.6,5,1133,52
Aco008459,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,353,4,1412,113
Aco008460,LG19,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Oryza sativa Japonica Group homeobox-leucine zipper protein ROC7 (LOC4344614)_ mRNA,,,NA,170.25,16,2724,48
Aco008491,LG19,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,310.2857143,7,2172,93
Aco008510,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,371,4,1484,143
Aco008513,LG09,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,202.5,10,2025,36
Aco008564,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,778.5,2,1557,527
Aco008568,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2831,1,2831,2831
Aco008569,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,277.2,10,2772,128
Aco008573,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,307,4,1228,223
Aco008578,LG09,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,221.1428571,14,3096,59
Aco008626,LG09,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#30_Malate_dehydrogenase,316.2,10,3162,35
Aco008682,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,238.8571429,14,3344,122
Aco008684,LG09,no,yes,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,04_Oxygen_evolving_enhancer_OEE,179.6,5,898,10
Aco008685,LG09,NA,NA,NA,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,524,1,524,524
Aco008698,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,483.6666667,3,1451,245
Aco008715,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,398.1428571,7,2787,151
Aco008738,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1178,1,1178,1178
Aco008744,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,517.3333333,3,1552,308
Aco008752,LG09,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,508,9,4572,27
Aco008775,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,304.6,5,1523,121
Aco008777,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,974.5,2,1949,558
Aco008784,LG09,no,yes,no,NA,NA,NA,6859,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,111.8461538,13,1454,35
Aco008787,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,543,3,1629,290
Aco008789,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2630,1,2630,2630
Aco008802,LG09,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,250.1818182,11,2752,43
Aco008830,LG09,no,yes,no,NA,,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,327.5714286,7,2293,90
Aco008834,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1652,1,1652,1652
Aco008854,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,368.2,5,1841,198
Aco008863,LG09,no,no,yes,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_ATP-binding_cassette_B14,330.9090909,11,3640,54
Aco008872,LG09,yes,no,no,NA,NA,NA,NA,,,,,,yes,,,NA,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,420,3,1260,204
Aco008881,LG09,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,STA_F_coumaroyl- :anthocyanidin 3-o-glucoside-6 -o-coumaroyltransferase 2,NA,,,NA,554,2,1108,512
Aco008882,LG09,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_F_anthocyanin 5-aromatic acyltransferase,NA,,,NA,794.5,2,1589,506
Aco008884,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,225.5,2,451,200
Aco008903,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1430,1,1430,1430
Aco008910,LG09,yes,no,no,NA,NA,NA,5958,,,,,,,,,NA,NA,,,NA,227,3,681,15
Aco008925,LG09,NA,NA,NA,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,192.5,4,770,61
Aco008929,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2594,1,2594,2594
Aco008932,LG09,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,193.25,4,773,104
Aco008947,LG09,NA,NA,NA,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,04_Oxygen_evolving_enhancer_OEE,311.6666667,3,935,120
Aco008949,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,313.6,5,1568,125
Aco008951,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,383.75,4,1535,213
Aco008952,LG09,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,306.5,4,1226,140
Aco008955,LG09,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,363.1428571,7,2542,39
Aco008957,LG09,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,169.25,12,2031,50
Aco008992,LG09,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,1130,1,1130,1130
Aco009049,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1928,1,1928,1928
Aco009059,LG09,yes,no,no,NA,NA,NA,5744,,,,,,,,,NA,NA,,,NA,519,2,1038,475
Aco009070,LG09,no,yes,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,181.1818182,11,1993,83
Aco009080,LG09,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,134,12,1608,57
Aco009124,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1589,1,1589,1589
Aco009125,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,221.8,5,1109,117
Aco009134,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,05_Chloroplasts_activity,464,3,1392,161
Aco009143,LG09,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,245.75,8,1966,65
Aco009185,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,701.25,4,2805,394
Aco009215,LG22,no,yes,no,NA,NA,NA,6216,,,,,,,,,NA,NA,,,NA,116.9166667,12,1403,30
Aco009217,LG22,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,185.2173913,23,4260,21
Aco009219,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,287.5,4,1150,140
Aco009231,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1313,2,2626,126
Aco009247,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1193,1,1193,1193
Aco009256,LG22,yes,no,no,NA,NA,NA,6913,,,,,,,,,NA,NA,,,NA,191,8,1528,74
Aco009272,LG22,yes,no,no,NA,NA,NA,6068,,,,,,,,,NA,NA,,,NA,218.1666667,6,1309,36
Aco009273,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,900.5,2,1801,481
Aco009274,LG22,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,682,3,2046,461
Aco009281,LG22,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,167.4,15,2511,33
Aco009282,LG22,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,181.125,8,1449,84
Aco009283,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,586.6666667,3,1760,262
Aco009289,LG22,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,125.3846154,13,1630,11
Aco009291,LG22,yes,no,no,yes,NA,yes,NA,,,,,,,,,NA,NA,,,NA,441,2,882,362
Aco009299,LG22,yes,no,no,NA,NA,NA,6393,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,208.3333333,6,1250,123
Aco009301,LG22,NA,NA,NA,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,03_VATPase,118.1666667,6,709,77
Aco009310,LG22,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max lysine-specific demethylase rbr-2-like (LOC100819576)_ mRNA,,,NA,169.6666667,33,5599,45
Aco009322,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,ALB_F_flavone 3 -o-methyltransferase 1,NA,,,NA,527.3333333,3,1582,64
Aco009346,LG22,yes,no,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,234.6666667,3,704,77
Aco009353,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,940,2,1880,603
Aco009366,LG22,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,311.4,5,1557,167
Aco009370,LG22,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum heat shock cognate protein 80-like (LOC102600008)_ mRNA,,,NA,214.6,15,3219,80
Aco009371,LG22,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,530,1,530,530
